系所名稱,作者(外文),論文名稱(外文),指導教授(外文),出版年,外文關鍵詞,摘要(外文)
NTHUIEEM,"Hsieh, Liam Yuehfeng",Metamodel-based Frameworks for Stochastic Optimization,"Chang, Kuo-Hao",103,"Response surface methodology
Metamodel
Stochastic optimization
In-Mold Decoration
Semiconductor manufacturing","A metamodel is a surrogate model of physical processes or simulation models, and is used to represent the input-output relationships of complicated systems. Metamodeling represents the process of constructing a metamodel, and Response Surface Methodology (RSM) is one of the most well-known techniques used to produce a metamodel. RSM has some inherent advantages over other metamodeling techniques due to statistical experimental design fundamentals, that made this technique more effective and reliable. The fidelity of a metamodel provides useful insights to understand parameters of interest in a system and assists in system optimization, and this technique is known as metamodel-based optimization (MBO). MBO is applicable to both physical experiments and simulation experiments. Based on a conceptual MBO model, we introduce three RSM-based frameworks that allow for efficient development of a metamodel based on variables of interest that supports MBO in certain cases. In our research, three empirical studies have been used to validate the viability of proposed frameworks among physical experiments and simulation experiments, respectively. Finally, we provide the conclusion and describe future research topics."
NTHUIEEM,"Lan, Wen-Chun","STRATEGIC VALUE PROCESS INTEGRATION IN DEVELOPING, PRODUCING & MARKETING IN AN IC DESIGN COMPANY: AN EXAMPLE OF DEPLOYING THE TECHNOLOGY PLATFORM IN TRANSITION","Chu, Yee-Yeen",103,"fabless IC design
business process
technology platform
value process
process integration","This research studies the business strategy and value process of a fabless IC design company for R&D, production, and marketing process integration. The purpose of business process is value creation for customers. 
With the technology of IC design and manufacture progressing along the varied requirements from customers, the technologies have been changing to follow the requirements. The evolution of the technology platform has changed the method and strategy for integrating R&D, production and marketing (RPM). By capturing the drivers to reduce cost and to create value, the value processes are aligned and integrated to reduce the resource waste, while to increase the quality of products and services. In this research, we use a fabless IC design company as an example to verify the process integration: first, to make sure the value of products and customers to start the R&D with the use of activity based cost and value system; then, to assess the value of RPM to align the RPM process. By way of case company's product line changes along the evolution of technology platform, we observed the changes in RPM strategy and re-engineering for improved business process value.
The research shows that IC design enterprise could adopt and verify the RPM strategy to fulfilled customer’s requirements. Therefore, the enterprise could use the results as the base to re-organize the team and re-engineer the overall business processes to achieve better performance and to provide higher value and better quality of service.
"
NTHUIEEM,"Chen, Szu-Jung",Approximating the Wireless Sensor Network Scheduling Problem,"Liao, Chung-Shou",103,"wireless sensor network
scheduling
approximation algorithm","A wireless sensor network (WSN) consists of one or more wireless data collectors and many autonomous sensors to monitor physical phenomena or collect environmental information. Each sensor usually uses a battery to enable its function, which limits its lifetime. In order to prolong the lifetime of WSNs, it is important to schedule the sensors to be activated in WSNs, which is called the wireless sensor network scheduling problem. The WSN scheduling problem is described as follows: Given a set of sensors, and a set of regions to be monitored, each region can be monitored by a subset of the sensors, and a sensor also can monitor more than one region. In order to prolong the lifetime of WSN, we decompose the sensors into disjoint subsets such that every subset of sensors needs to monitor all the regions, i.e. activating a subset of sensors to observe all the regions in each time slot, and the number of times slots (i.e. the number of subsets of sensors), that is, the lifetime of the WSN, is maximized. 
We investigate the WSN scheduling problem in two different models, and provide several polynomial time algorithms for approximating this problem. When the monitored range of each sensor is the same, i.e. the distance r, and the distance between any two regions is at least √3 r+ε, we present a 3/4  -ratio approximation algorithm to solve the WSN scheduling problem. In addition, when every monitored region is represented by a closed area, and each sensor can monitor at most three regions, we provide a 3/8  -ratio approximation algorithm to solve this model. Moreover, we also can identify critical sensors of WSNs; a sensor is called critical if the lifetime of WSNs must decrease when the sensor is broken. The identification of critical sensors can assist the reliability analysis of wireless sensor networks.
"
NTHUIEEM,"Wang, Yu-Chung",Evaluating Renewable Energy Policies Using Hybrid Data Mining and Analytic Hierarchy Process Modeling,Amy Trappey,103,,"When a large percentage of energy (>90%) is generated by fossil fuel, carbon dioxide emissions increase the greenhouse effect. Therefore, renewable, sustainable, and economically viable energy sources are needed as alternatives to fossil fuels. The facilities and installation costs for generating renewable energy is much higher than the cost of fossil fuel facilities. Thus, governments need effective policies, regulations, and incentive programs to promote the usage of renewable energy. Renewable energy can be classified into different categories, including offshore and onshore wind power, photovoltaic solar, and geothermal. The policies used for promoting specific categories vary significantly. These policies depend on the policy goals, regulations, taxation, incentives and promotional schemes. The purpose of this study is to apply clustering techniques and AHP to analyze types of renewable energies and their attributes with respect to economic factors, energy resource and supply, and environmental effects. AHP method is used to evaluate actions that can resolve challenges found in development of renewable energy. The study provides scientific results to help the government plan renewable energy policies. The data for the case study are collected from Taiwan’s renewable energy statistics related to PV cells, wind farms, ocean thermal energy, geothermal energy, hydro power, and solid waste fuels. The research will have four major results and findings. 

(1)    Constructing models for analyzing renewable energy policies using data mining techniques,
(2)    Using seven categories of renewable energy sources, i.e., wind power, photovoltaic, geothermal and solid waste power in Taiwan, as specific renewable energy types to find the best promotional policy.
(3)    Providing reliable advice to government (and the means to effectively analyze given scenarios) for policy planning and execution.
(4)    Giving suggestions of the renewable policy from some benchmarking countries and providing some strategies from another countries.
"
NTHUIEEM,"Hsu, Pei-Heng",Pricing Policies in Dual Channel Supply Chain with Fairness Concerns,"Wen, Ue-Pyng",103,"Pricing Strategies
Fairness
Dual Channel
Channel Coordination","Previous research works focused on profit or monetary payoff maximization as the decision maker’s sole objective in coordinating the channel. However, the decision maker may deviate from his best response for some implicit reasons, which is called boundedly rational behaviors. Recently, fairness has been widely used to explain why the decision maker will have these incompletely rational behaviors. Cui et al. (2007) introduced fairness concerns into channel coordination in a dyadic model setting. The author showed that a simple wholesale price contract is still effective in coordinating the channel when fairness is involved. They demonstrated that the retailer would sacrifice his own profit to punish or reward the manufacturer’s wholesale price setting.
    In this thesis, we extend fairness concerns to a dual model setting, where the manufacturer can sell products to customers directly. Firstly, we analyze the retailer’s pricing strategy and find out the retailer would deviate from his profit maximized decision when the manufacturer’s wholesale price is too high or too low. Furthermore, it's discussed that the influence on manufacturers' profit brought by the different degrees of fairness the retailer requests, and we propose appropriate corresponding strategies for the manufacturer to adopt. Besides, based on the results, we find out that the dual channel setting requires less stringent condition to achieve coordination when only the retailer is fairness concerned.

"
NTHUIEEM,"Chuang, Mei-Chi",Applying Heuristic Algorithms for Solving Uniform Parallel Machine Scheduling Problems,"Yeh, Wei-Chang",103,"scheduling
uniform parallel machines
resource consumption
makespan
learning effect
heuristic algorithms
fuzzy set theory
possibility measure","The parallel machine scheduling has been given considerable attention in the past decades. In our dissertation, we study three uniform parallel machine problems with different properties in which the objective is to find a schedule that minimizes the makespan.
(1)    Due to the global warming effect, how to manage natural resource efficiently and reduce carbon emissions have become important issues. We consider a resource consumption constraint that the total resource consumption cannot exceed a certain amount. For this NP-hard problem, three heuristic algorithms are proposed to generate approximate solutions. Computational results are also provided to demonstrate the performance of the proposed heuristic algorithms
    
(2)    Scheduling with learning effects has become a popular topic in the past decade. In classical scheduling, the processing times of jobs are assumed to be fixed and known. However, the skills of workers might be different due to their individual experience. In this problem, the objective is to find not only an optimal schedule but also an optimal assignment of operators to minimize the makespan. Two heuristic algorithms are proposed and the computational experiments are conducted to evaluate their performance.

(3)    Traditionally, job processing times are assumed to be fixed and known over the entire process. In reality, the job processing times in many situations are not fully known in advance. As a result, fuzzy set theory provides a convenient alternative framework for modeling real-world systems mathematically. We study the parallel machine scheduling problem with fuzzy processing times and learning effects. The objective is to minimize the fuzzy makespan based on the possibility measure. Finally, we proposed two algorithms to solve the scheduling problem.
"
NTHUIEEM,"Tsui, Che-Wei",Developing Hybrid MCDM Approaches for Improving the Performance of Green Suppliers in the TFT-LCD Industry,"Wen, Ue-Pyng",104,"Thin film transistor liquid crystal display (TFT-LCD)
Green supplier evaluation/selection
Outranking methods
Multiple criteria decision making (MCDM)
Influential network relation map (INRM)
Multiple business-function perspectives","The awareness of environmental protection/conservation and sustainable development has increased in the last two decades. In the competitive thin film transistor liquid crystal display (TFT-LCD) industry, green supplier evaluation/selection involves environmental criteria in the traditional evaluation process and emphasizes that TFT-LCD manufacturers should improve the performance of their suppliers with limited resources. In addition, the modern green supplier evaluation/selection further focuses on how to maintain long-term relationships between a company and its suppliers. The purpose of this dissertation is to develop a hybrid multiple criteria decision making (MCDM) methods with outranking methods to evaluate and improve the performance of green suppliers in the TFT-LCD industry. The procedure of green supplier evaluation/selection can be divided into three stages. In the first stage, a hierarchy decision framework for green supplier evaluation/selection is developed based on literatures and supplier audit forms provided by an anonymous flat panel display manufacturer in Taiwan. Then, we proposed a hybrid MCDM method to evaluate green suppliers and provided final ranking results and different opinions from each department. In the second stage, the proposed evaluation procedure is as follows: (1) to develop a decision framework by an influential network relation map (INRM); (2) to obtain the influential weights of the criteria; (3) to involve the concept of aspiration levels into the proposed methods; and (4) to evaluate and reduce the gaps of suppliers in each criterion. In the third stage, we further develop two managerial indexes: “immediate improvement degree” and “aspiration level gap” for achieving aspiration levels. Subsequently, the proposed procedure can assist the TFT-LCD manufacturer and its subsidiary to set and improve joint long-term strategic goals for achieving aspiration levels for each criterion based on the INRM. The improvement strategy includes the ranking results as well as the suppliers’ strength/weakness and the improvement priority with integrating multiple business-function perspectives. In the evaluation procedure, the managers place importance on “green management”, “technology” and “organization” aspects. This dissertation examines a subsidiary supplier of the TFT-LCD manufacturer in real-world case, and the results indicate the subsidiary supplier should improve its R&D capability immediately. Then, for the long-term perspective, the TFT-LCD manufacturer may plan to assist its subsidiary to improve the performance of health and safety, green product, delivery, current capability and quality control. Besides, its R&D capability will also subsequently be enhanced."
NTHUIEEM,"Huang, Hsiao Rong",The Ergonomic Evaluations of Three Front Baby Carriers,"Wang, Mao Jiun",104,"baby carrier
pressure
skin temperature
Borg’s scale","Holding baby is a natural and universal human behavior. Baby carrier is a popular product to baby tenders. However, there was not much research focus on this product.
This paper evaluates the physiological and psychological effects of three front baby carriers with different designs. 41 people including 11 mother and their baby were recruited to participate this study. The three baby carriers were chosen because each claims to provide comfortable wearing for parents, but yet with very different design. The three different front baby carriers include, one with padded shoulder straps and padded waist-belt (A), one with two-part design and mesh fabric (B), and one with ring sling (C). 
Each subject was asked to carry two different weighted baby dummies (7kg and 10kg) using 3 different baby carriers and walking for 20 minutes. The average electromyography (EMG) of right upper trapezius, lumbar erectus spinae and rectus abdominis during walking were recorded. Skin temperature of right shoulder area and abdominal area as well as heart rate were recorded during walking. Immediately after walking, the Borg’s rating of perceived exertion scales (score: 0-10) were used to collect discomfort rating at neck, right shoulder, left shoulder, upper back, mid-back, lowback, and belly area. After the experiment, participants were asked to write a questionnaire and a Kano questionnaire.
The results showed that significant differences were found in contact area and average pressure among 3 different baby carriers. Baby carrier C had the biggest contact area and the smallest pressure. In EMG recordings, using Baby carrier B and C had higher right upper trapezius recordings than using baby carrier A. In skin temperature, using baby carrier B had higher shoulder temperature than the others. For Borg’s scale, significant differences were found in neck, right shoulder, left shoulder and upper back under different baby carriers. Using baby carrier B showed better performance than the others. Based on the findings of this study, recommendations about the improved design of baby carrier are proposed.
"
NTHUIEEM,"Su, Yung-Sheng",Simulation Modeling and Analysis for Footwear Stitching Lines,"Chen, James C.",104,"footwear manufacturing
simulation
stitching line
experimental design","There are three major processes in footwear manufacturing factories: cutting/preparation, stitching and assembling, each process can be considered as a single production line. Among these, stitching is the most critical process because it contains many complex manufacturing processes which are not easy to be automated. A typical stitching process relies on many skilled workers to operator the stitching machines, it is the process that requires the most labors in footwear manufacturing factories. When talking to the management of stitching line, there are some issues regarding to parameters settings such as production target, batch size and human resource arrangement, etc. However, it is not easy to know which parameters setting is the optimal design for the current production line. Therefore, factory managers usually make decisions and set those parameters settings based on their past experiences.
This research plans to develop a representative simulation model for footwear stitching line and justify the effect of the different parameters settings on the Key Performance Indicators (KPIs) such as output per day, Pairs Produced per Hour (PPH), cycle time and Work-In-Process (WIP) level. The simulation results show that different parameters settings do have significant impact on the KPIs, and through the techniques of experimental design, this research also identified the optimal parameters settings for the factory.
"
NTHUIEEM,"Arifin, Nadia Aulia",,"Chen, James",104,"TSPP
Optimization
MINLP
freight distribution
multi-vendors
multi-buyers","Optimization is widely applicable solution for most engineering problems including production, transportation, and distribution. Furthermore, in a global supply chain, products transferred needs to be optimized in either cost efficient or required time-window manner. Temperature sensitive and perishable products (TSPP) is one type of commodities that need special consideration during shipment, defined as cold freight distribution. As customer demand become more varied and competition become fiercer, freight transportation needs to be more flexible thus still managed to be efficient. This flexibility is contradictive to the optimal cost solution, which made most of shipments is either not cost effective or dealing with high damage rate due to long shipment. This research proposed a mathematical model to integrate production, transportation, and inventory aspects for TSPP in global supply chain (GSC). The mathematical model is aim to minimize all costs functions and increase flexibility. This research is an application of MINLP model to solve a study case of frozen products in multiple vendor and multiple buyer problem."
NTHUIEEM,"Lee, Adams",A Study on the Effects of Production Automation for Mass Customization -A Case Study of Smart Phone Producer Testing Automation,"Chu, Yee Yeen
Chiu, Ming Chung",104,"mass customization
flexibility
modularization
automation","  Facing intense competition in market and on cost factors, technology product manufacturers who adopt mass customization strategies need to amend a series of production processes and to change manufacture automation. Complexity in mass customization arises from products size changes; compatibility in software development, fixtures design, augmentation of automation hardware and human-machine interface in product testing; as well as lead time for switching production, and so on. These factors cause the actual results of automation significantly different from those expected. This research discusses facing the challenges in automation for mass customization, how the manufacturers may combine key techniques of reconfigured manufacture system to promote flexibility by modularization, and generate the solutions to reform and build flexible automation system. This research explores the use of product and process modularization for flexible automation in a case analysis of production site scenario with planned product and process modularization. Production performance measures for the test automation are compared before and after product and process modularization. 
  The results show that modularization can decrease 60% of lead time in product shift. Equipment utilization will raise from 90% to 95%. In addition, output rate will improve from 89% to 93%. Further, manufacture cost will be reduce 30%. Therefore, this research provides a systematic modularization solution as strategic decision support system to manufacturers in production reconfiguration and automation.
Keywords : mass customization, modularization, flexibility, automation
"
NTHUIEEM,"Liu, Chen Heng",The Effects of R&D Performance Indicators on Product Quality and Operation: A Case Study of IC Design Firms,"Chu, Yee Yeen
Chiu, Ming Chuan",104,"R&D Performance Indicators
Quality
Operation
Behavior
IC Design","  Research & Development（R&D）of a new product has significant impacs on the following up product quality and mass production operations. Especially in IC design houses, R&D activities are critical in mamagement. Therefore, key performance indicators in terms of R&D objectives and achievements become an important issue.
  To investigate the proper R&D performance measures for enterprises, this research firstly reviewed previous literature on R&D performance indicators. Then, case study, questionnaire survey and in-depth interviews with the experts were adopted to analyze the present performance indicators on product quality and operational relevance. As a result, appropriate indicators for IC design companies were suggested. Enteprises can utilize these performance indicators in the beginning, on the halfway, and in the end of R&D process.
"
NTHUIEEM,"Lin, Chieh Ying",A Study of Type-E Assembly Line Balancing Problem in Footwear Manufacturing,"Chen, James C.",104,"line balancing
footwear industry
genetic algorithm
line efficiency","Footwear is the necessaries of life. With increasing population in the world, the footwear market value is considerable and expected to grow rapidly. In a fast growing footwear industry with increasing variety of product designs, the manufacturing process gain its difficulties. The redesign of lines is required frequently because of changes of production process. Moreover, stitching line is highly dependent on operators due to its requirements of numerous manual operations. Thus, with constrained operators and equipments, deciding the optimal assignment to workstations and design the assembly line configuration become more important. In this research, a Genetic Algorithm (GA) is proposed to solve type-E Assembly Line Balancing Problem (ALBP-E) which aims to maximize line efficiency. And based on the number of tasks, manufacturing data of two different specification are collected from a footwear manufacturing company in south China for comparison between simple and complex models. An approach of design of experiments is applied to evaluate performance of different parameters combinations. The output is analyzed and evaluated by using analysis of variance (ANOVA) and Duncan test. The proposed approach can provide applicable configuration in real environment with constrained labors and machines and is capable of increasing the production efficiency and decreasing idle time."
NTHUIEEM,"Lan, Yu-Bin",A dynamic project dispatching framework with resource constraints in IC design industry,"Chien, Chen-Fu",104,"Dispatch policy
IC Design
Multitasking
System simulation
Priority","As the rapid development of technology of semiconductor manufacturing, the IC designs have become increasingly complicated so that IC design processes have relied on heavy computer analysis that requires capital investment for computing resources. However, the computer resource is expensive and limited, and therefore it became a critical problem to well allocate the computer resource. This study aimed to develop a dynamic policy to integrate and arrange the computer resources. Several indicators were defined to quantify the vague workload and service rate, and hence the user can get a good understanding on the situation of system and resource easily. The best one and its parameter setting would also derived from a series of simulation study. Furthermore, five potential assignment policies were compared to validate the proposed approach. The empirical study conducted in IC design service corporation has validated the developed solution."
NTHUIEEM,Lin. Wei Ting,Application of Simplified Swarm Optimization Algorithm in Deteriorated Supply Chain Network Problem,"Yeh, Wei Chang",104,"Optimization
Simplified Swarm Optimization (SSO)
Supply chain management
Three-stage supply chain network
Deteriorated network","In the 21th century, the importance of the integration among enterprises has been raised. To reduce the cost incurred in supply chain is a big issue in the supply chain management. To compose an efficient supply chain, there are several elements: procurement, transport, delivery, and distribution.
Since 2000, many researchers and enterprisers have spent a lot of time in developing an efficient supply chain, which including transportation route, supplier-choosing, and location-determining. Most importantly, the distribution way and amount should be properly determined. However, as the plants and suppliers become more miscellaneous and the network scale becomes larger, the supply chain network (SCN) problem becomes more complicated.
To make the supply chain network problem more close to reality, the paper considers the deteriorate effect. The products might lose when delivered due to deterioration, lost, theft or other factors. Hence for the sake of safety, the amount delivered tends to be different between upstream suppliers and the terminate retailers. 
This problem is considered to be an NP-hard problem, which needs an effective algorithm to solve. Currently, artificial intelligence algorithm is one of the main techniques to solve NP-hard problem. This paper presents a novel artificial intelligence algorithm named SSO to solve deteriorated SCN problem. An extend local search (ELS) strategy is embedded. SSO-ELS provides a good solution with less computational effort in ideal time. With a good solution provided by SSO-ELS, enterprisers can arrange its supply chain network system more efficiently.
"
NTHUIEEM,"Yu, Chung-San",Pilots’ Visual Behaviors and Attention Distributions between the Pursuit of a Moving Target and a Stationary Target,"Wang, Eric Min-yang",104,"eye movements
situation awareness
attention allocation
training effectiveness
workload
aeronautical decision making
aviation safety","Absence of situational awareness (SA) is a crucial human error that can result in fatal flight accidents. Eye movement patterns are linked closely with the cognitive process of encoding information that pilots seek and perceived in the cockpit. When, how and where a pilot’s eye movements are directed determines the elements in the cockpit that are incorporated into SA. It suggests eye tracking is an appropriate and objective method for use when evaluating a pilot’s attention distribution under high stressful and dynamic flight operation. A head-mounted ASL (Applied Science Laboratory) Mobile Eye which is 76 grams in weight was used to record the eye movements during flight operation in the formal tactical fighter trainer, such as fixation, fixation duration, pupil size and saccade. This research consists of three empirical studies described in six chapters to investigate the relationship between attention distribution and eye movement patterns with a systematic research design.

The first chapter, ‘Introduction’, is to describe the background, objectives and structure of research, which is able to help readers create a panoramic view of holistic research. The second chapter, ‘Literature Review’, is focused on the previous studies and findings about attention distribution and situational awareness and the understanding of connections between cognitive process and visual behaviors. The third chapter, ‘Methodology’, is to make description in detail concerning the background of participants; the apparatus adopted; the variables of eye movements analyzed; the related hypotheses, and research design. The fourth chapter and fifth chapter are ‘Results’ and ‘Discussion’ respectively, which are edited with the progress of three studies. At final, the sixth chapter is based on the research findings, potential value and future application to formulate the ‘Conclusion and Recommendation’. 
The study-1 ascertains eye-tracking devices can aid in capturing pilots’ visual scan patterns. Also, with the assessment of pilots’ perceived workload by NASA-TLX the relationship among visual behaviors, SA performance and cognitive load during the pursuit of a stationary target was investigated. To integrate eye-tracking devices into the simulator will be a creative method for promoting SA training in flight operations. A research article based on the findings of this study-1 was published at the SCI journal of Aviation Space and Environmental Medicine 85 (7): 708-714.
The study-2 investigated pilots’ visual scan patterns in order to assess attention distribution during the pursuit of a dynamic target. The results are beneficial to the human-centered design of cockpit interface and in developing training syllabi to improve safety in flight operations. A research article based on the findings of study-2 was accepted by the SCI journal of Aerospace Medicine and Human Performance in February 2015.
The study-3 investigated the differences of pilots’ visual scans patterns and attention distributions during the pursuit of a moving target and a stationary target. The results demonstrate pilots allocate their attention distribution depending on the task characteristics and the operational environments, which will be beneficial to future research concerning interface design and syllabi development about human factors training; and in turn, in reducing in-flight perceptual errors.

There is an increasing need for further investigation of the relationship between situational awareness performance and the distribution of attention given to the interfaces by the pilot. The analysis of eye movement pattern in real-time tactical maneuvers can help system designers optimize interface displays and visual tool by grouping of information and by reducing cognitive processing time to facilitate pilots performing tactical missions. The findings of current research can help designers aware of cognitive capture during tactical operations which could have negative impact on pilot’s workload and vigilance. Furthermore, the findings can be developed for advanced simulator training syllabi of air-to-air and air-to-surface to improve pilots’ situational awareness. The application of an eye-tracking device combined with a flight simulator is a feasible and effective intervention for improving aviation training in the future."
NTHUIEEM,"Huang, Wei Chia",Using Clustering Analysis and SN Ratio to Classify Quality Attributes: An Empirical Test,"Su, Chao Ton
Chen, Li Fei",104,"customer satisfaction
Kano model
clustering analysis
quality attribute","Service and product quality have the most significant and direct impact on customer satisfaction. However, customers have different impressions on various service or product quality attributes. Therefore, it is essential for enterprises to fully understand the quality attributes of their service or products. This study implemented Kano’s model to evaluate the quality attributes. The concept of Kano’s two-dimensional model evaluates quality attributes with the asymmetric and nonlinear relationship. In addition, classifying quality attributes in the Kano model with typical satisfaction data is another issue that people keen to know. The main objective of this study is to identify the quality attributes in the Kano model with the relationship between the attribute performance and customer satisfaction.
This study applied the clustering analysis and signal-to-noise ratio to determine the quality attribute of service or product characteristics in the Kano model. First, the related data were collected and the similarities of attributes were calculated. Second, the thresholds to group the attributes were defined. Finally, the signal-to-noise ratio of each attribute was computed and the quality attributes were identified. The proposed approach was validated using data collected from a food and beverage industry, showing that the proposed approach performs better than the regression methods and the other methods.
"
NTHUIEEM,"Ko, Yu Hsiang",A Hybrid Particle Swarm Optimization Approach for Ship Routing Problem,"Lin, Jame T.",104,"Ship Routing Problem
Stochastic Demand
Optimal Computing Budget Allocation
Hybrid Particle Swarm Optimization","Ship routing problem (SRP) is an important and well-known combinatorial optimization problem encountered in many transport logistics and distribution systems. The SRP has several variants depending on some restrictions such as time window, multiple vessels and so on. In this research, considering the ship routing problem with multi-product, heterogeneous vessel and having loading and port constraints The problem is to find an optimal assignment of the ship routing and loading volume of demand simultaneously in order to minimize the total cost satisfy capacity of ships. 
Since SRP is an NP-hard problem, we propose a hybrid particle swarm optimization (HPSO) to solve ship routing problem. HPSO is an improved algorithm based on particle swarm optimization (PSO) incorporated with crossover and mutation operators can provide better solving quality. The performance of the proposed method is compared with genetic algorithm (GA) and particle swarm optimization (HPSO). The experimental results show that the proposed algorithm exhibits good performance and solving effectiveness for the test problem.
    In the real situation, the demand of customers are not constant. It would change by temporary or seasonal demand. Therefore, we consider stochastic demands of customers. We apply optimal computing budget allocation (OCBA) to allocate simulation resource. It can allocate simulation resource efficiently and reduce solving time.
"
NTHUIEEM,"Lin, Jiun Han",A Personalized Tele-homecare System for Supporting Emergency Management,"Wang, Hsiao Fan",104,"Tele-homecare
Personalized evaluation
Fuzzy Logic
Care Supporting","The population of solitary elders is increasing because of the aging society. The number of patients who are living alone and those with chronic diseases is increasing because of stressful life. Thus, tele-homecare service for solitary elders or chronic patients is an important issue because no one can provide timely help to subjects who live alone once they fall seriously ill or encounter an accident. Therefore, developing a tele-homecare system for this population group can assist paramedics in real-time evaluation. 
This study proposes a personalized evaluation and support care system to provide in-time care for solitary elders and home care patients. There are three roles played in this system, namely, the emergency response center (ERC), the care support agent, and the subject in need.  One database and two analytical sub-models are included in the system. (1) Personal Database: Recorded by a tele-homecare device from the subject in need. The data of each subject and the professional knowledge of doctors will be integrated to establish an individual physical record, which will be stored at the ERC. (2) Evaluation Model: Fuzzy Logic is applied to derive a real-time individual health status to provide the ERC with indicators on whether the subjects are at risk. (3) Supporting Care Model: A decision-making model based on a dispatching optimization program is established to suggest the available and most efficient ERC agent to reach the subjects and provide timely assistance.
A case study in Hsinchu is conducted to illustrate the proposed system. The result of the case study shows that this system can provide the accurate health status of a subject in need and support the ERC and available agent to provide assistance efficiently. 
"
NTHUIEEM,"Shen, Chia Yu",The Use of Smart Meter Data to Analyze the Consumption Patterns,"Wang, Hsiao Fan",104,"smart grids
electricity load forecasting
support vector regression
particle swarm optimization","Smart grid has recently become a common system in many countries, and smart meter is one of the essential components of this system. Compared with traditional meters read on a monthly basis, smart meters record consumption of electric energy in intervals of an hour or less. The consumption data gathered from smart meters allow electricity companies to better understand electricity usage in the future and monitor electricity supply more efficiently. 

An electricity consumption forecasting model established on the framework of support vector regression (SVR) was proposed in this study. Given that various factors affected consumption patterns, apart from historical data, weather variations and features of a particular time were also considered in this study. Based on this information, the stepwise regression analysis was applied for feature selection. However, the accuracy of the SVR model is largely dependent on the selection of the model parameters. The particle swarm optimization (PSO) algorithm was proposed to determine the optimal values of parameter that improves the accuracy and efficiency of the SVR model.

The proposed procedure was demonstrated step by step to forecast the load in the north of Taiwan from November 8, 2014, to November 30, 2014 (552 hours in total). Experimental results show that this method can provide electricity forecasts with 0.70% and 2.55% of mean absolute percentage error (MAPE) for 1 and 24 hours ahead, respectively. This result indicates promising performance in forecasting accuracy. This model is also computationally efficient and can be applied to make predictions within 1 second.
"
NTHUIEEM,"Lin, Hsin Ju",Applying Runge-Kutta Method on the Airline Revenue Management with Overbooking and Transference,"Wen, Ue Ping",104,"Revenue Management
Seat Inventory
Transference","Aiming at industries which sell the time limited products like airlines, hotels and car renters, if they don't sell their products by a specific time, these products would become worthless. In the contrast, the demand may increase due to seasonal or peak time. Under the fixed flight seats, hotel rooms, and cars, sellers must deny some customers when the capacities are all reserved. For consumers, they might not meet reservations on time because of some reasons, and they should have punishments. To increase the total revenue, sellers can use overbook customers to avoid loss from no-show customers. In this thesis, we construct an airline revenue management model concerning seat allocation. There are a series flights with different departure time at one day and sellers have to sell tickets by a specific time. To increase revenue, we accept the overbooked passengers and let them be transferred to next two flights. Through separating whole system into subsystems, we construct an overbooking and transference model and calculate terminal function, and then we decide the transference numbers. As the number of flights increase, the dimension of the proposed model increase sharply, so we proposed another simplified model for solving the problem. Furthermore, numerical examples are provided to show the solution procedure and the results are summarized as follows: (1) airlines can rise up revenue by transferring passengers to next flights; however, if the arrival rate is low, then the increasing amount of revenue is limited; (2) under the same arrival rate, let passengers be transferred to next two flights can have more revenue than passengers only be transferred to next flight; and (3) the overbooking limit can be estimated through marginal cost and price."
NTHUIEEM,"Chen, Yao Hung",A Labeling Algorithm for Solving Semi-Assignment Problems with Fuzzy Cost,"Wen, Ue Pyng
Lin, Chi Jen",104,"Semi-assignment problem
Fuzzy programming
Labeling algorithm"," This thesis concentrates on using a labeling algorithm to solve fuzzy semi-assignment problem (semi-AP). The assignment problem is one-to-one assignment. However, in real-world applications, a task or project needs to be completed by a group of people. In this situation, semi-AP is more suitable than classic assignment problem. In addition, in real life situations, the costs of semi-AP may be imprecise. Also, human behavior in organization may cause uncertainty. In order to deal with these problems, we use the fuzzy number to express this uncertain situation.
    In the past, most of fuzzy transportation problems and fuzzy assignment problems use triangular fuzzy number or trapezoidal fuzzy number then transform fuzzy set to crisp set by ranking function. In this study, we define the membership function through different viewpoint instead of using triangular fuzzy number or trapezoidal fuzzy number. The membership functions include manager’s perspective and workers’ perspective; the former is a decreasing linear membership function and the latter is increasing linear membership function. This study construct the fuzzy semi-AP based on emphasizing the performance of manager and workers equally and propose an algorithm to solve the fuzzy semi-AP. The numerical example is presented to demonstrate the procedure of the proposed algorithm. Finally, we change parameters to analyze the performances of the proposed algorithm and provide some management implications.
"
